Ticker,Company,Market Cap,Overall Rating,Sector,Industry,Country,Valuation Grade,Profitability Grade,Growth Grade,Performance Grade,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility M,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Earnings,Price,Target Price,Percent Diff
HGTY,"Hagerty, Inc.",2.95B,58.59,Financial,Insurance - Property & Casualty,USA,B,C,C+,C-,-,-,3.79,7.54,16.36,602.32,-,0.00%,-555.90%,0.00%,-,-,-,-,49.60%,0.10%,0.00%,85.10%,0.44%,14.99,-1.30%,76.30%,8.90%,-,-,1.37,1.37,-,-2.30%,-1.90%,-5.24%,-0.77%,-19.41%,-39.71%,7.61%,4.05%,-4.39%,-1.05%,-9.30%,-44.24%,25.17%,44.91,Mar 14/b,9.05,15,65.74585635
HGV,Hilton Grand Vacations Inc.,5.51B,76.07,Consumer Cyclical,Resorts & Casinos,USA,B+,B-,B-,B-,9.96,0.62,1.44,2.42,24.71,8,-,0.00%,68.30%,16.59%,8.50%,26.06%,17.50%,14.30%,18.40%,0.10%,0.00%,99.80%,-2.30%,5.46,4.30%,16.70%,8.20%,-,-,1.74,1.74,30.00%,15.90%,9.20%,-0.52%,8.31%,16.92%,-6.71%,23.72%,3.22%,0.66%,7.22%,15.50%,-12.59%,48.44%,56,Mar 01/b,47.68,64,34.22818792
HHC,The Howard Hughes Corporation,4.16B,73.53,Real Estate,Real Estate - Diversified,USA,B,D+,B+,B+,18.55,1.14,2.59,1.18,6.64,12.87,-,0.00%,255.60%,1653.80%,-1.40%,20.00%,7.90%,-51.80%,-40.20%,0.60%,-,96.20%,-1.72%,8.19,1.90%,5.30%,3.70%,-,-,1.29,1.34,42.80%,22.80%,11.50%,0.31%,13.48%,32.94%,-11.35%,10.69%,2.74%,-1.55%,2.92%,17.83%,-19.83%,66.19%,50.86,Feb 27/a,84.59,104,22.9459747
HHGC,HHG Capital Corporation,53.09M,66.71,Financial,Shell Companies,Singapore,A-,D+,C,B,-,-,-,2.3,106.17,-,-,-,-571.10%,-,-,-,-,645.20%,-,82.70%,0.00%,2.30%,-94.97%,0,-0.30%,-0.30%,-,3.5,3.5,0,0,-,-,-,1.85%,-0.29%,5.34%,-,3.47%,0.13%,0.88%,2.27%,2.39%,-20.53%,5.34%,76.23,-,10.45,-,
HHRS,Hammerhead Energy Inc. Class A,1.23B,52.2,Energy,Oil & Gas E&P,Canada,A,D+,D+,D+,-,-,1.77,0.97,-,-,-,0.00%,-,-,-,-,-,43.30%,87.70%,-,-,34.23%,10.09%,-,6.30%,7.10%,-,0,0,0,0.01,-,-,-,-8.25%,-6.80%,-5.12%,-4.50%,-7.49%,23.65%,-,-,-,-,-,44.88,-,9.45,-,
HHRSW,Hammerhead Energy Inc. Warrant,-,64.29,Energy,Oil & Gas E&P,Canada,A+,D+,D,B+,-,-,-,0.07,-,-,-,-,-,-,-,-,-,-,87.70%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.38%,81.79%,251.92%,11.10%,80.36%,15.31%,-,-,-,-,-,69.99,-,1.01,-,
HHS,"Harte Hanks, Inc.",77.85M,69.32,Communication Services,Advertising Agencies,USA,A,B-,C,C,6.8,-,0.38,-,11.28,3.87,-,0.00%,617.00%,-11.54%,16.20%,-,-13.60%,57.30%,8.70%,9.10%,0.39%,46.00%,18.13%,0.34,12.80%,-75.10%,-84.70%,1.8,-,-,-,17.90%,7.20%,7.00%,-8.83%,9.06%,-28.43%,59.11%,-6.33%,4.58%,-0.84%,-6.80%,-6.63%,-38.76%,58.63%,46.13,Mar 07/a,10.95,22,100.913242
HI,"Hillenbrand, Inc.",3.44B,60.95,Industrials,Specialty Industrial Machinery,USA,C+,C+,C,C+,12.53,1.6,1.2,2.96,17.73,164.52,1.77%,30.10%,-12.70%,15.37%,8.00%,12.00%,13.10%,22.30%,15.90%,0.50%,-6.50%,88.00%,-3.95%,2.84,4.90%,17.80%,12.00%,1.4,0.9,1.63,1.63,32.40%,11.60%,7.20%,6.11%,-0.68%,19.17%,4.02%,16.38%,3.41%,4.90%,9.59%,14.23%,-7.25%,37.33%,64.71,Feb 08/a,49.66,67,34.91743858
HIBB,"Hibbett, Inc.",898.01M,71.49,Consumer Cyclical,Apparel Retail,USA,B+,B-,C+,B-,6.39,3.33,0.55,2.61,35.78,-,1.45%,9.40%,121.80%,5.45%,32.70%,2.60%,11.70%,15.10%,13.50%,0.10%,0.00%,-,-7.80%,5.64,12.80%,34.00%,59.40%,1.3,0.2,0,0.16,35.20%,8.60%,6.50%,3.34%,3.15%,17.34%,43.67%,0.79%,3.79%,-2.10%,0.14%,17.96%,-8.78%,73.72%,46.78,Mar 03/b,68.76,79.57,15.72134962
HIBL,Direxion Daily S&P 500 High Beta Bull 3X Shares,-,66.4,Financial,Exchange Traded Fund,USA,A+,D+,D+,B,-,-,-,-,-,-,0.06%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-10.28%,10.93%,16.52%,-42.83%,49.13%,5.94%,-3.84%,10.34%,16.42%,-48.42%,103.77%,51.96,-,35.33,-,
HIBS,Direxion Daily S&P 500 High Beta Bear 3X Shares,-,61.63,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,0.24%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.24%,-23.33%,-47.37%,-47.13%,-39.71%,6.05%,1.60%,-18.29%,-44.67%,-68.56%,20.73%,44.01,-,4.6,-,
HIE,Miller/Howard High Income Equity Fund,202.42M,58.96,Financial,Closed-End Fund - Equity,USA,A+,D+,D+,C-,-,-,-,-,-,-,5.65%,-,-,-,-,-,-,-,-,-,-,58.56%,-,0.22,-,-,-,-,-,-,-,-,-,-,-2.61%,-1.28%,6.39%,-1.37%,3.64%,2.02%,-0.80%,0.73%,6.06%,-5.50%,23.35%,50.36,-,10.83,-,
HIFS,Hingham Institution for Savings,602.79M,60.2,Financial,Banks - Regional,USA,A-,B-,C,D,-,-,4.34,1.61,11.73,-,0.89%,10.50%,30.40%,-,20.90%,-,11.40%,-25.00%,31.90%,2.20%,-,39.40%,-0.47%,5.19,1.20%,12.50%,17.90%,-,-,0,0,-,75.90%,32.90%,-5.19%,-3.34%,-4.46%,-22.05%,2.55%,1.96%,-3.24%,-1.15%,-0.03%,-21.97%,16.74%,44.02,Jan 19/a,283,-,
HIG,"The Hartford Financial Services Group, Inc.",24.21B,64.6,Financial,Insurance - Diversified,USA,B+,C,C,B-,8.04,1.12,1.08,1.85,105.74,7.28,2.19%,28.60%,-17.80%,13.74%,26.30%,12.72%,5.40%,-13.80%,3.40%,0.20%,-41.98%,93.60%,-1.61%,1.81,2.50%,13.00%,11.50%,-,-,0.33,0,-,11.00%,8.00%,1.95%,1.49%,20.53%,12.04%,2.22%,1.77%,0.60%,1.29%,10.47%,-2.43%,28.83%,52.83,Feb 02/a,77.51,87.75,13.21119856
HIGH,Simplify Exchange Traded Funds,-,63.8,Financial,Exchange Traded Fund,USA,A+,D+,D+,B-,-,-,-,-,-,-,7.15%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00%,0.68%,-,-,0.59%,0.45%,-0.08%,0.13%,0.23%,-7.40%,2.69%,49.13,-,25.16,-,
HIHO,Highway Holdings Limited,8.21M,58.47,Industrials,Metal Fabrication,Hong Kong,A,C-,C,D+,-,-,0.71,0.88,1.3,-,12.28%,173.30%,191.90%,-,-5.30%,-,-8.80%,-77.90%,-13.30%,39.88%,0.00%,5.30%,-36.54%,0.68,3.30%,4.90%,5.00%,3.6,3.2,0,0,32.60%,4.60%,4.10%,-14.09%,-12.00%,-14.81%,-32.62%,-3.11%,3.57%,-9.11%,-10.25%,-7.17%,-39.58%,19.07%,33.81,Feb 15/b,2.04,-,
HII,"Huntington Ingalls Industries, Inc.",8.67B,58.47,Industrials,Aerospace & Defense,USA,B,C,C-,C,13.07,1.37,0.81,2.51,18.57,29.9,2.27%,33.10%,7.00%,17.83%,6.70%,11.05%,7.50%,3.00%,5.00%,0.10%,-18.39%,89.20%,-1.65%,2.05,5.40%,18.80%,6.60%,0.9,0.9,0.72,0.83,13.50%,5.30%,5.40%,0.06%,-5.80%,-5.11%,4.80%,-5.28%,2.26%,-0.53%,-1.80%,-2.78%,-15.97%,15.15%,47.69,Feb 09/b,218.5,250.4,14.59954233
HILS,"Hillstream BioPharma, Inc.",13.00M,75.76,Healthcare,Biotechnology,USA,A,C-,C+,B+,-,-,-,2.08,1.71,-,-,-,17.50%,63.00%,-,-,-,-142.80%,-,25.50%,0.00%,6.30%,-3.64%,0.25,-57.50%,-78.00%,-,10.9,10.9,0,0,-,-,-,25.24%,228.83%,30.34%,-27.12%,230.94%,17.93%,-5.08%,55.95%,55.26%,-53.60%,325.74%,54.51,-,1.29,5,287.5968992
HIMS,"Hims & Hers Health, Inc.",2.16B,78.06,Consumer Defensive,Household & Personal Products,USA,B+,C,B,A-,-,-,4.86,6.86,12.01,-,-,-,44.30%,56.50%,-,-,-,65.80%,97.40%,0.80%,-65.27%,58.20%,4.67%,7.93,-17.40%,-20.70%,-22.00%,4.5,4.1,0,0,76.20%,-15.50%,-14.80%,29.50%,67.37%,62.89%,98.85%,61.62%,6.07%,9.55%,29.81%,70.67%,-13.96%,280.88%,61.25,Feb 27/a,10.36,11.95,15.34749035
HIMX,"Himax Technologies, Inc.",1.36B,74.34,Technology,Semiconductors,Taiwan,A,B+,C-,C+,10.49,-,1.13,1.52,5.91,-,16.11%,0.00%,-45.70%,48.00%,53.20%,-,11.90%,-70.40%,-42.00%,12.30%,0.00%,17.60%,-8.16%,8.53,13.60%,26.60%,16.50%,1.9,1.4,0.05,0.47,40.50%,21.40%,19.70%,-6.73%,5.29%,24.56%,-32.87%,24.96%,3.57%,-2.51%,3.57%,9.44%,-37.22%,61.33%,49.82,Feb 09/b,7.76,7.91,1.932989691
HIO,Western Asset High Income Opportunity Fund Inc.,384.20M,52.2,Financial,Closed-End Fund - Debt,USA,B+,D+,D+,C-,-,-,10.87,0.96,-,-,8.91%,-,-,-,-,-,-,-,1.10%,-,-,44.58%,-,0.04,-,-,-,-,-,-,-,-,-,-,-1.46%,-0.49%,1.25%,-14.04%,2.28%,1.42%,0.24%,1.13%,1.58%,-14.04%,12.22%,52.85,-,4.04,-,
HIPO,Hippo Holdings Inc.,385.78M,70.25,Financial,Insurance - Specialty,USA,A,C,B-,C+,-,-,3.33,0.6,1.11,-,-,-,-442.80%,42.80%,-,-,-,-183.30%,44.10%,2.10%,0.00%,72.90%,39.92%,11.95,-20.10%,-43.40%,-19.70%,-,-,0,0,-,-,-,-6.06%,11.19%,-31.55%,-63.72%,22.06%,6.38%,-5.39%,2.64%,-17.11%,-70.36%,46.90%,47.4,Mar 02/a,16.6,40.75,145.4819277
HIPS,GraniteShares HIPS US High Income ETF,-,57.54,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,10.23%,-,-,-,-,-,-,-,-,-,-,-,-,0.71,-,-,-,-,-,-,-,-,-,-,-2.17%,-1.41%,-3.81%,-13.54%,5.17%,1.22%,-1.37%,-0.19%,-0.43%,-14.33%,11.10%,44.82,-,12.61,-,
HISF,First Trust High Income Strategic Focus ETF,-,58.96,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,3.80%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.56%,-0.41%,-2.42%,-9.62%,0.27%,0.24%,-0.90%,-1.05%,-1.47%,-9.90%,2.57%,38.56,-,44.16,-,
HITI,High Tide Inc.,129.40M,63.92,Healthcare,Pharmaceutical Retailers,Canada,A,C-,B-,D+,-,-,0.36,0.61,5.11,-,-,-,-35.80%,69.60%,-,-,104.40%,-730.00%,100.70%,9.44%,0.00%,7.68%,-,7.17,-24.40%,-40.50%,-30.70%,1.1,0.7,0.28,0.45,28.30%,-20.50%,-20.10%,-13.29%,-26.34%,-8.05%,-68.07%,-11.04%,5.34%,-4.79%,-7.97%,-17.75%,-73.14%,5.38%,41.42,Mar 17/a,1.37,-,
HIVE,HIVE Blockchain Technologies Ltd.,316.61M,73.22,Financial,Capital Markets,Canada,A,C,B-,B-,-,-,1.67,1.19,4.39,-,-,-,185.00%,94.00%,39.70%,-,-,-275.20%,-79.00%,7.71%,0.00%,16.25%,-,3.68,-102.50%,-124.70%,16.20%,2.9,2.9,0.19,0.26,-92.20%,-,-,-26.08%,30.33%,-45.97%,-73.56%,90.97%,8.69%,-13.93%,-0.01%,-20.53%,-76.50%,102.21%,43.41,-,2.75,-,
HIW,"Highwoods Properties, Inc.",2.86B,50.96,Real Estate,REIT - Office,USA,B-,C+,D+,D,29.24,2.28,3.45,1.17,133.49,17.08,7.36%,134.30%,-50.00%,0.54%,-3.00%,8.00%,3.40%,-78.10%,4.20%,0.40%,1.82%,99.20%,-1.81%,2.77,2.70%,6.40%,3.60%,-,-,1.31,1.31,68.70%,24.40%,18.90%,-10.71%,-8.76%,-10.59%,-37.91%,-2.82%,2.38%,-5.50%,-5.43%,-12.07%,-42.16%,10.93%,38.67,Feb 07/a,27.19,31.3,15.11585142
HIX,Western Asset High Income Fund II Inc.,345.75M,53.51,Financial,Closed-End Fund - Debt,USA,B+,D+,C-,C-,-,-,8.57,1.09,-,-,11.05%,-,-,-,-,-,-,-,9.40%,-,-,17.53%,-,1.61,-,-,-,-,-,-,-,-,-,-,-4.83%,1.72%,-2.03%,-17.13%,9.92%,1.43%,-2.86%,-1.01%,3.30%,-17.52%,28.50%,42.17,-,5.32,-,
HJEN,Direxion Hydrogen ETF,-,61.01,Financial,Exchange Traded Fund,USA,A+,D+,D+,C,-,-,-,-,-,-,1.58%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-5.09%,4.59%,-7.80%,-18.70%,13.96%,1.84%,-1.10%,2.55%,2.41%,-26.95%,28.04%,51.35,-,15.48,-,
HKD,AMTD Digital Inc.,1.45B,62.19,Technology,Software - Application,Hong Kong,A-,C+,C-,C,-,-,7.05,2.63,10.41,-,-,0.00%,20.50%,-,-,-,-,5.70%,-18.00%,-,-,4.80%,-87.56%,0.78,-,-,1.90%,50.8,50.8,0,0,-,-,-,-22.79%,-56.72%,-93.50%,-,-22.10%,5.51%,-11.07%,-28.90%,-90.34%,-99.70%,2.36%,32.46,-,7.79,-,
HL,Hecla Mining Company,3.26B,55.55,Basic Materials,Gold,USA,B+,D+,C+,C-,49.03,-,4.53,1.67,31.12,-,0.42%,-,-206.70%,56.94%,14.50%,-,4.50%,-135.60%,5.20%,1.30%,0.00%,58.80%,-0.24%,2.05,-1.30%,-2.00%,-0.20%,1.5,1,0.26,0.27,16.20%,-1.70%,-5.30%,-11.78%,1.65%,40.61%,-14.48%,-0.36%,3.94%,1.71%,-3.31%,15.80%,-27.68%,62.46%,51.69,Feb 15/b,5.54,6.25,12.81588448
HLAL,Wahed FTSE USA Shariah ETF,-,62.25,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,1.08%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.16%,0.05%,2.22%,-6.03%,7.07%,1.14%,-0.09%,2.90%,3.16%,-11.31%,15.82%,54.94,-,37.7,-,
HLBZ,"Helbiz, Inc.",42.49M,60.95,Consumer Cyclical,Recreational Vehicles,USA,A,C,D+,C-,-,-,2.74,-,12.88,-,-,-,-306.30%,-,-,-,-,58.60%,-21.30%,8.40%,36.73%,3.40%,21.15%,0.13,-213.50%,314.40%,-164.70%,0.3,0.3,-,-,-,-,-,-40.52%,-33.66%,-78.46%,-95.33%,10.57%,13.37%,-13.82%,-18.92%,-70.36%,-96.06%,30.59%,43.43,-,0.14,-,
HLF,Herbalife Nutrition Ltd.,2.00B,72.04,Consumer Defensive,Packaged Foods,USA,A,B-,C-,B-,5.79,-,0.38,-,3.94,10.22,-,0.00%,-21.80%,22.91%,7.80%,-0.50%,3.30%,49.50%,-10.40%,1.50%,-8.97%,-,-2.17%,5.94,11.60%,-23.40%,31.90%,1.4,0.8,-,-,77.40%,10.70%,6.20%,10.98%,17.69%,-20.97%,-44.03%,38.58%,5.08%,11.28%,21.02%,0.21%,-44.54%,71.26%,64.62,Feb 14/a,20.62,24.33,17.99224054
HLGN,"Heliogen, Inc.",62.20M,64.23,Utilities,Utilities - Renewable,USA,B+,C,B-,C,-,-,4.35,0.42,0.39,-,-,-,86.40%,11.10%,-,-,-,6.30%,40.90%,3.90%,1.35%,51.00%,16.76%,1.28,-64.30%,-87.60%,-20.50%,3.5,3.5,0,0,-8.90%,-,-,-50.41%,-71.05%,-86.25%,-94.02%,-52.74%,17.75%,-20.31%,-38.60%,-81.29%,-95.10%,26.92%,36.62,-,0.33,1.32,300
HLI,"Houlihan Lokey, Inc.",6.51B,59.52,Financial,Capital Markets,USA,C,C+,C,B-,17.37,2.92,3.54,3.94,11.84,-,2.22%,49.40%,40.80%,20.27%,31.60%,8.70%,21.10%,-64.50%,-48.60%,0.12%,-31.78%,-,-0.91%,2.79,9.90%,17.80%,30.50%,-,-,0,0,-,19.00%,14.10%,-1.88%,-2.74%,21.86%,-6.78%,9.75%,2.34%,-1.25%,1.10%,9.86%,-8.38%,28.96%,48.55,Jan 31/a,95.66,96.4,0.773573071
HLIO,"Helios Technologies, Inc.",2.30B,64.05,Industrials,Specialty Industrial Machinery,USA,C+,B-,C-,B+,15.89,5.99,2.6,2.96,52.62,34.69,0.50%,11.90%,-6.30%,18.78%,20.60%,4.00%,20.90%,-25.30%,-10.00%,1.69%,0.00%,92.90%,-6.61%,2.13,6.90%,13.00%,9.20%,2.6,1.3,0.54,0.56,33.70%,15.50%,11.10%,4.72%,37.16%,32.44%,-3.74%,32.88%,2.84%,7.13%,15.72%,20.06%,-12.84%,49.87%,69.35,Feb 27/a,72.34,77.75,7.478573403
HLIT,Harmonic Inc.,1.42B,70.87,Technology,Communication Equipment,USA,B+,B-,C+,C+,12.73,2.62,2.27,4.18,15.82,-,-,0.00%,100.90%,49.55%,18.10%,19.40%,11.80%,-67.90%,5.50%,1.20%,-26.89%,97.07%,-8.77%,6.57,4.00%,9.30%,6.40%,1.1,0.7,0.03,0.4,50.60%,7.30%,4.50%,-7.27%,-16.82%,13.32%,37.80%,-2.60%,3.26%,-7.02%,-8.34%,4.56%,-19.24%,54.67%,36.56,Jan 30/a,12.76,19.17,50.23510972
HLLY,Holley Inc.,256.60M,66.96,Consumer Cyclical,Auto Parts,USA,A-,B-,C,D+,11.48,0.34,0.36,0.65,15.46,-,-,0.00%,-182.60%,18.02%,-,11.20%,-,205.50%,-3.10%,1.00%,0.00%,90.20%,-1.54%,3.91,5.70%,19.60%,5.60%,3.4,1,1.52,1.53,39.40%,10.50%,9.90%,-32.07%,-14.96%,-58.91%,-82.16%,9.91%,8.21%,-3.42%,-6.21%,-58.05%,-84.13%,23.93%,46.89,Mar 09/b,2.33,4.03,72.96137339
HLMN,Hillman Solutions Corp.,1.72B,56.48,Industrials,Tools & Accessories,USA,B,D+,C,C+,21.26,-,1.15,1.53,55.17,34.73,-,-,70.30%,26.63%,-,-,-,-305.20%,1.80%,0.60%,-87.87%,-,0.38%,6.5,-0.60%,-1.40%,1.90%,2.9,0.7,0.76,0.77,43.00%,2.70%,-1.10%,-6.19%,14.32%,8.46%,-4.61%,26.21%,4.63%,-1.79%,5.51%,4.32%,-26.91%,37.98%,51.37,Feb 23/b,9.1,11.21,23.18681319
HLN,Haleon plc,34.84B,74.52,Healthcare,Drug Manufacturers - Specialty & Generic,United Kingdom,A,B,D+,B,-,-,1.38,1.33,-,-,1.49%,-,-,-,-,-,-,-62.50%,5.70%,6.41%,0.00%,6.70%,-,2.85,-,-,-,-,-,0,0,61.40%,-,-,-2.39%,12.77%,29.93%,-,-2.88%,1.43%,-3.48%,-2.36%,11.09%,-8.59%,39.00%,42.27,-,7.77,338.87,4261.261261
HLNE,Hamilton Lane Incorporated,4.16B,63.98,Financial,Asset Management,USA,D+,B-,B-,B,21.22,2,8.05,7.27,27.73,24.34,2.06%,59.60%,41.90%,14.51%,162.50%,15.00%,15.40%,-77.60%,38.60%,3.50%,-0.01%,96.30%,-0.98%,9.07,7.50%,25.70%,19.90%,-,-,0.5,0.5,-,37.50%,18.60%,-1.37%,4.95%,11.44%,-2.45%,21.38%,2.70%,-1.27%,5.54%,11.24%,-4.54%,38.94%,52.12,Feb 07/b,77.54,79.3,2.269796234
HLT,Hilton Worldwide Holdings Inc.,38.95B,80.23,Consumer Cyclical,Lodging,USA,B,B,B+,B-,22.3,0.72,4.44,-,32.22,24.97,0.41%,0.00%,210.50%,16.03%,25.10%,45.03%,1.50%,132.20%,33.10%,0.20%,-6.78%,98.60%,-2.79%,2.38,8.10%,-143.30%,21.20%,0.9,0.9,-,-,42.10%,23.90%,14.30%,0.14%,3.48%,15.88%,1.14%,16.79%,1.85%,0.37%,6.20%,12.26%,-12.15%,36.13%,57.63,Feb 09/b,147.58,148.18,0.406559154
HLTH,Cue Health Inc.,310.80M,59.02,Healthcare,Health Information Services,USA,A,D+,C,D+,-,-,0.59,0.53,1.02,-,-,0.00%,278.90%,-15.40%,-,-,-,-438.20%,-68.90%,12.80%,-2.88%,55.20%,3.46%,9.73,-14.00%,-19.30%,21.80%,3,2.2,0,0.01,35.40%,-27.10%,-24.20%,-15.26%,-34.06%,-36.64%,-79.21%,1.93%,6.97%,-8.69%,-6.17%,-36.82%,-80.19%,29.45%,42.14,Mar 15/a,2.11,6.25,196.2085308
HLX,"Helix Energy Solutions Group, Inc.",1.28B,66.03,Energy,Oil & Gas Equipment & Services,USA,B,D+,C+,B+,16.44,-,1.47,0.87,6.86,72.71,-,-,-40.90%,121.25%,-30.90%,-,8.50%,110.40%,70.60%,0.80%,-7.93%,88.40%,-3.64%,4.22,-3.80%,-5.70%,-3.20%,1.5,1.5,0.15,0.17,5.80%,-5.10%,-10.10%,12.36%,36.83%,102.08%,108.85%,18.29%,4.79%,8.51%,13.73%,62.81%,-4.69%,253.44%,62.99,Feb 20/a,8.73,10.46,19.81672394
HMC,"Honda Motor Co., Ltd.",47.11B,68.14,Consumer Cyclical,Auto Manufacturers,Japan,A,C-,C,B-,-,0.67,0.39,0.56,1.62,3.63,3.52%,29.19%,8.00%,-,3.70%,13.20%,0.80%,28.50%,20.30%,0.30%,0.00%,5.50%,3.50%,1.97,2.90%,6.40%,3.00%,1.5,1.1,0.39,0.69,20.00%,5.70%,4.30%,5.49%,8.98%,0.68%,-9.83%,16.80%,1.25%,5.15%,9.47%,9.30%,-9.06%,24.56%,69.95,Feb 10/b,26.7,30.62,14.68164794
HMN,Horace Mann Educators Corporation,1.49B,56.36,Financial,Insurance - Property & Casualty,USA,B,D+,C+,C-,10.49,-,1.07,1.39,34.7,12.49,3.49%,-,-101.80%,65.06%,-15.30%,12.70%,3.30%,-146.70%,4.50%,0.20%,-16.60%,-,1.24%,3.34,0.00%,-0.20%,1.10%,-,-,0.46,0.46,-,0.50%,-0.20%,3.85%,-4.85%,2.66%,-11.28%,-1.74%,2.53%,0.21%,-0.01%,-0.66%,-13.84%,14.00%,50.76,Feb 07/a,36.72,39,6.209150327
HMNF,"HMN Financial, Inc.",97.68M,61.88,Financial,Banks - Regional,USA,A-,C+,D+,C-,-,-,2.85,1.05,1.36,4.05,1.11%,5.60%,36.10%,-,17.80%,-,3.00%,-48.40%,2.40%,17.51%,0.00%,54.80%,0.16%,0.67,0.90%,9.50%,22.60%,-,-,0,0,-,87.40%,27.40%,-0.53%,-5.22%,-4.89%,-13.04%,1.27%,0.65%,-1.48%,-0.87%,-4.66%,-16.72%,3.15%,40.09,-,21.61,-,
HMOP,Hartford Municipal Opportunities ETF,-,60.2,Financial,Exchange Traded Fund,USA,A+,D+,D+,C,-,-,-,-,-,-,2.31%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.56%,0.13%,-0.75%,-6.93%,0.19%,0.33%,-1.08%,-1.20%,-0.35%,-7.06%,4.70%,36.29,-,37.63,-,
HMPT,Home Point Capital Inc.,214.49M,71.86,Financial,Mortgage Finance,USA,A+,C,C+,B-,-,-,0.34,0.37,1.65,-,9.47%,15.94%,-73.20%,71.80%,-,2.00%,-,-233.70%,-74.50%,1.43%,0.00%,94.00%,-0.07%,7.35,-2.20%,-14.70%,3.90%,1.1,1.1,2.83,3.14,69.00%,-3.90%,-16.90%,-6.63%,6.96%,-26.52%,-50.87%,23.36%,7.08%,-8.82%,0.91%,-31.11%,-63.66%,70.71%,46.78,Mar 09/b,1.69,1.79,5.917159763
HMST,"HomeStreet, Inc.",464.45M,71.18,Financial,Banks - Regional,USA,A-,B-,B-,C,8.27,1.02,1.53,0.84,8.11,1.98,5.62%,25.30%,57.50%,27.76%,18.50%,7.00%,3.10%,-17.00%,35.80%,2.30%,0.23%,90.60%,-3.54%,2.25,1.20%,15.40%,25.00%,-,-,0.3,0.41,-,81.90%,31.00%,-14.08%,-8.83%,-28.50%,-51.82%,-9.75%,3.10%,-7.96%,-9.65%,-21.23%,-52.74%,10.92%,32.52,Jan 27/a,24.89,28.75,15.50823624
HMY,Harmony Gold Mining Company Limited,1.90B,53.75,Basic Materials,Gold,South Africa,A,D,C,D,-,-,0.81,0.06,267.72,-,1.23%,-,-120.80%,-,-33.10%,0.00%,17.20%,32.60%,-93.80%,15.10%,0.00%,36.00%,14.76%,2.37,-,-,-2.10%,1.5,-,0,0,12.20%,-,-,-12.43%,-7.69%,24.14%,-32.22%,-4.71%,3.23%,-0.22%,-7.40%,1.64%,-41.09%,67.44%,47.43,-,3.24,2.3,-29.01234568
HNDL,Strategy Shares Nasdaq 7 Handl Index ETF,-,52.95,Financial,Exchange Traded Fund,USA,A+,D+,D+,D-,-,-,-,-,-,-,7.44%,-,-,-,-,-,-,-,-,-,-,-,-,0.33,-,-,-,-,-,-,-,-,-,-,-4.68%,-2.82%,-6.11%,-16.96%,1.99%,1.12%,-1.50%,-1.31%,-3.13%,-17.89%,9.36%,44.1,-,19.97,-,
HNI,HNI Corporation,1.31B,66.53,Industrials,Business Equipment & Supplies,USA,B+,C+,C+,C+,15.81,1.1,0.56,2.17,67.68,-,3.97%,42.60%,115.80%,27.74%,24.00%,10.00%,1.70%,106.90%,-5.60%,0.30%,-8.95%,78.80%,-1.02%,7.72,8.20%,20.90%,16.20%,1.2,0.7,0.32,0.33,35.70%,6.60%,5.20%,1.26%,11.21%,0.78%,-17.90%,13.44%,2.77%,2.48%,6.57%,1.58%,-19.52%,21.65%,60.75,Feb 23/b,32.25,34,5.426356589
HNNA,"Hennessy Advisors, Inc.",65.06M,55.06,Financial,Asset Management,USA,B+,C+,D+,D+,-,-,2.38,0.74,1.14,20.33,6.51%,76.50%,-23.20%,-,-15.60%,-,-10.90%,-42.00%,-28.20%,41.40%,-0.43%,7.70%,-6.91%,16.28,3.80%,6.30%,6.50%,22.4,22.4,0.45,0.45,82.30%,31.50%,19.80%,-12.98%,-2.87%,-14.88%,-15.50%,0.60%,2.64%,-8.37%,-6.92%,-10.14%,-23.18%,4.19%,32.16,Dec 07/a,8.45,-,
