Ticker,Company,Market Cap,Overall Rating,Sector,Industry,Country,Valuation Grade,Profitability Grade,Growth Grade,Performance Grade,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility M,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Earnings,Price,Target Price,Percent Diff
HCKT,"The Hackett Group, Inc.",582.81M,71.98,Technology,Information Technology Services,USA,B+,B+,C+,C,10.90,0.98,1.98,3.62,8.70,15.63,2.35%,28.40%,625.40%,6.63%,14.80%,15.00%,-0.10%,29.70%,0.10%,7.50%,0.00%,78.50%,-1.47%,4.36,21.10%,29.50%,28.90%,2.40,2.40,0.00,0.00,39.30%,17.40%,15.40%,-16.53%,-19.29%,-5.11%,-9.03%,-8.00%,2.54%,-8.24%,-10.58%,-9.05%,-24.37%,6.48%,32.79,Feb 21/a,18.74,26.33,40.50160085378869
HCM,HUTCHMED (China) Limited,2.40B,61.44,Healthcare,Drug Manufacturers - Specialty & Generic,Hong Kong,A-,C,C,C-,-,-,5.64,3.76,3.80,-,-,-,-73.50%,-,-,-,-,-118.90%,85.10%,0.41%,0.00%,24.00%,-18.60%,2.57,-29.60%,-42.70%,-64.30%,2.40,2.20,0.04,0.04,27.00%,-95.60%,-84.60%,-25.68%,-1.02%,11.41%,-27.47%,-8.19%,4.60%,-18.96%,-20.25%,5.90%,-36.71%,83.63%,29.95,-,13.57,30.77,126.75018422991893
HCMA,HCM Acquisition Corp,403.73M,68.82,Financial,Shell Companies,USA,A,C+,D+,B,-,-,-,1.45,403.73,-,-,0.00%,-,-,-,-,-,-,-,-,-,58.50%,3.38%,0.00,5.40%,5.80%,-,2.20,2.20,0.00,0.00,-,-,-,0.48%,2.97%,4.94%,-,1.36%,0.77%,0.26%,0.86%,2.62%,-4.59%,5.37%,63.26,-,10.40,-,
HCP,"HashiCorp, Inc.",5.48B,63.92,Technology,Software - Infrastructure,USA,B+,C+,C,C+,-,-,12.56,4.87,4.30,-,-,-,-241.20%,7.00%,-,-,-,-213.50%,52.40%,0.30%,-48.16%,74.60%,14.52%,4.40,-28.60%,-36.40%,-22.60%,4.50,4.50,0.00,0.00,79.30%,-,-,-4.24%,20.38%,10.09%,-16.16%,14.96%,5.34%,1.08%,5.72%,0.57%,-47.64%,46.19%,52.55,Mar 09/a,31.43,36.53,16.226535157492847
HCSG,"Healthcare Services Group, Inc.",931.35M,72.35,Healthcare,Medical Care Facilities,USA,B+,B,C+,C+,16.79,2.99,0.55,2.19,7.67,-,6.86%,183.00%,-23.90%,21.86%,-17.10%,9.00%,-1.90%,667.30%,0.90%,0.74%,-0.17%,-,-6.30%,5.80,4.70%,8.00%,9.50%,2.80,2.70,0.00,0.06,11.50%,3.20%,2.00%,-5.71%,-8.20%,-7.52%,-23.02%,4.50%,3.94%,-5.42%,-4.42%,-11.99%,-38.95%,8.57%,39.74,Feb 15/b,12.54,14.42,14.992025518341315
HCTI,"Healthcare Triangle, Inc.",14.38M,69.25,Healthcare,Health Information Services,USA,A,C,C,B-,-,-,0.33,0.76,3.51,-,-,-,-434.50%,-,-,-,-,-26.90%,48.10%,63.95%,0.00%,7.90%,-,0.17,-28.70%,-43.40%,-27.70%,2.20,2.20,0.00,0.14,26.80%,-17.30%,-15.40%,20.98%,82.74%,-22.15%,-58.72%,107.96%,14.01%,33.30%,45.52%,-20.25%,-77.75%,236.67%,67.69,-,0.37,-,
HCVI,Hennessy Capital Investment Corp. VI,458.69M,70.37,Financial,Shell Companies,USA,A+,C+,D+,B,-,-,-,-,416.99,-,-,0.00%,-,-,-,-,-,-,-,-,-,-,5.91%,0.28,4.40%,-83.20%,-,1.60,1.60,-,-,-,-,-,0.80%,2.33%,4.40%,4.13%,2.23%,1.20%,0.49%,1.08%,3.21%,-4.54%,5.10%,73.25,-,10.09,-,
HCWB,HCW Biologics Inc.,64.56M,62.99,Healthcare,Biotechnology,USA,A,C+,C-,C-,-,-,11.96,1.50,2.46,-,-,-,-81.20%,-60.50%,-,-,-,4.70%,-,43.70%,0.35%,1.80%,15.06%,0.78,-24.90%,-26.70%,-,12.50,12.50,0.15,0.15,43.10%,-,-,-10.05%,-13.53%,-31.42%,-17.52%,-6.52%,4.74%,-2.92%,-8.24%,-18.04%,-46.09%,8.48%,43.19,-,1.79,7.33,309.4972067039106
HD,"The Home Depot, Inc.",291.68B,54.68,Consumer Cyclical,Home Improvement Retail,USA,C-,B-,C-,C,17.35,7.86,1.85,229.52,118.47,84.15,2.87%,43.50%,30.10%,6.21%,19.20%,2.22%,9.80%,8.20%,5.60%,0.08%,-7.78%,71.70%,0.42%,3.01,22.40%,-,46.20%,1.40,0.30,32.16,33.10,33.50%,15.10%,10.70%,-11.47%,-8.93%,0.67%,-9.69%,-7.72%,2.11%,-4.92%,-7.52%,-3.28%,-16.06%,10.20%,36.17,Feb 21/b,291.49,327.25,12.268002332841602
HDAW,Xtrackers MSCI All World ex US High Dividend Yield Hedged Equity ETF,-,66.09,Financial,Exchange Traded Fund,USA,A+,D+,D+,B,-,-,-,-,-,-,6.76%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.49%,3.04%,11.20%,-4.45%,3.56%,0.43%,-0.71%,-0.51%,5.14%,-11.61%,23.45%,45.70,-,22.86,-,
HDB,HDFC Bank Limited,107.68B,63.05,Financial,Banks - Regional,India,C-,C+,B-,B-,20.12,1.54,6.65,4.13,5.93,17.11,0.85%,0.00%,17.60%,17.00%,20.50%,17.50%,12.90%,38.40%,10.00%,-,-,18.30%,0.97%,2.42,2.10%,17.10%,12.10%,-,-,0.62,0.62,-,46.60%,28.90%,1.63%,-0.57%,9.75%,24.82%,-0.60%,1.44%,-0.01%,0.31%,7.71%,-5.24%,34.36%,51.16,-,68.00,80.00,17.647058823529413
HDEF,Xtrackers MSCI EAFE High Dividend Yield Equity ETF,-,65.97,Financial,Exchange Traded Fund,USA,A+,D+,D+,B,-,-,-,-,-,-,5.21%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.61%,3.52%,14.81%,0.71%,3.81%,0.93%,-0.85%,-0.61%,6.61%,-7.63%,26.83%,46.28,-,22.64,-,
HDG,ProShares Hedge Replication ETF,-,66.09,Financial,Exchange Traded Fund,USA,A+,D+,D+,B,-,-,-,-,-,-,0.38%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.35%,2.88%,4.48%,0.52%,3.26%,0.27%,-0.24%,0.56%,3.00%,-4.69%,8.61%,50.29,-,48.56,-,
HDGE,AdvisorShares Ranger Equity Bear ETF,-,60.88,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.24%,-12.45%,-17.05%,-7.21%,-15.37%,2.24%,2.53%,-3.96%,-12.85%,-25.02%,13.22%,51.07,-,24.33,-,
HDLB,ETRACS Monthly Pay 2xLeveraged US High Dividend Low Volatility ETN B,-,58.22,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,11.74%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-12.01%,-9.28%,-8.27%,-20.40%,-4.39%,1.37%,-5.96%,-8.17%,-10.35%,-32.14%,17.55%,33.10,-,13.04,-,
HDMV,First Trust Horizon Managed Volatility Developed International ETF,-,64.42,Financial,Exchange Traded Fund,USA,A+,D+,D+,B-,-,-,-,-,-,-,3.45%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.24%,3.11%,4.54%,-3.67%,2.16%,0.47%,-0.74%,-0.81%,1.74%,-11.02%,17.37%,45.66,-,27.75,-,
HDRO,Defiance Next Gen H2 ETF,-,58.22,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-8.45%,-1.53%,-12.57%,-31.17%,9.59%,2.02%,-3.66%,-1.98%,-5.83%,-43.12%,27.51%,42.55,-,10.29,-,
HDSN,"Hudson Technologies, Inc.",418.00M,82.96,Basic Materials,Specialty Chemicals,USA,B+,A+,A-,C-,7.80,0.14,1.32,2.49,27.87,8.74,-,0.00%,667.20%,-44.24%,18.20%,30.00%,12.80%,84.10%,47.70%,1.00%,-19.93%,71.60%,-8.19%,1.76,40.60%,86.80%,26.60%,3.30,1.20,0.29,0.32,52.20%,42.40%,33.20%,-12.92%,-16.24%,17.85%,133.66%,-6.72%,4.10%,-8.58%,-7.89%,0.59%,-24.24%,146.48%,36.20,Mar 08/a,9.44,13.00,37.71186440677967
HDV,iShares Core High Dividend ETF,-,55.86,Financial,Exchange Traded Fund,USA,A+,D+,D+,D+,-,-,-,-,-,-,3.69%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.26%,-5.11%,0.32%,-4.32%,-3.37%,1.12%,-2.00%,-3.18%,-1.79%,-9.18%,10.40%,38.71,-,100.73,-,
HE,"Hawaiian Electric Industries, Inc.",4.32B,56.98,Utilities,Utilities - Diversified,USA,B-,D+,C,C+,16.09,13.81,1.16,1.96,21.63,-,3.65%,63.50%,-2.20%,7.60%,6.00%,1.30%,7.90%,4.80%,32.30%,0.10%,0.00%,58.10%,0.37%,4.70,1.50%,10.80%,5.80%,-,-,1.42,1.50,10.20%,10.20%,6.40%,-8.81%,-3.10%,2.68%,-7.11%,-5.78%,2.22%,-4.34%,-5.46%,-1.95%,-11.83%,18.84%,37.21,Feb 14/b,39.43,39.75,0.8115647983768711
HEAR,Turtle Beach Corporation,129.27M,55.18,Technology,Consumer Electronics,USA,A,D-,C+,D+,-,-,0.52,1.17,12.31,-,-,0.00%,-59.00%,97.00%,16.40%,16.00%,16.10%,-607.60%,-39.90%,0.40%,13.24%,73.80%,-12.15%,4.83,-14.90%,-25.10%,12.70%,1.80,0.50,0.00,0.41,26.00%,-14.90%,-12.80%,-11.53%,-15.94%,3.61%,-58.67%,8.09%,4.52%,-5.57%,-6.80%,-22.14%,-66.05%,24.60%,40.45,Mar 13/a,7.75,13.80,78.06451612903227
HEDJ,WisdomTree Europe Hedged Equity Fund,-,71.42,Financial,Exchange Traded Fund,USA,A+,D+,D+,A,-,-,-,-,-,-,2.43%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.75%,11.36%,24.61%,23.16%,16.60%,0.85%,1.87%,5.79%,15.20%,-0.84%,32.18%,63.78,-,81.57,-,
HEEM,iShares Currency Hedged MSCI Emerging Markets ETF,-,60.82,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,2.48%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.41%,0.01%,1.11%,-6.98%,4.05%,0.68%,-1.00%,-1.68%,0.34%,-12.18%,12.64%,44.68,-,23.87,-,
HEES,"H&E Equipment Services, Inc.",1.97B,85.19,Industrials,Rental & Leasing Services,USA,B,B+,B+,A-,11.78,0.47,1.59,4.74,24.28,8.90,2.00%,29.70%,123.00%,14.20%,-5.60%,31.40%,3.90%,147.70%,25.50%,7.90%,-1.39%,78.40%,-1.51%,2.93,6.00%,37.80%,11.00%,-,-,3.10,3.10,44.60%,18.30%,10.60%,8.39%,31.57%,76.51%,43.08%,20.99%,3.15%,5.29%,10.58%,44.34%,-2.73%,110.30%,64.47,Feb 22/b,54.93,67.33,22.574185326779535
HEFA,iShares Currency Hedged MSCI EAFE ETF,-,71.55,Financial,Exchange Traded Fund,USA,A+,D+,D+,A,-,-,-,-,-,-,3.03%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.16%,5.79%,13.53%,15.85%,9.56%,0.62%,0.84%,2.87%,8.82%,-0.30%,20.82%,60.67,-,29.58,-,
HEGD,Swan Hedged Equity US Large Cap ETF,-,59.64,Financial,Exchange Traded Fund,USA,A+,D+,D+,C,-,-,-,-,-,-,0.86%,-,-,-,-,-,-,-,-,-,-,-,-,0.08,-,-,-,-,-,-,-,-,-,-,-2.34%,-2.08%,1.70%,-3.60%,1.31%,0.97%,-1.06%,-0.55%,0.02%,-9.80%,4.57%,45.80,-,17.39,-,
HEI,HEICO Corporation,20.59B,64.23,Industrials,Aerospace & Defense,USA,C,B,C,B-,49.72,4.77,8.80,8.74,144.41,50.65,0.12%,7.20%,15.40%,14.22%,13.20%,13.96%,7.70%,6.60%,26.60%,4.00%,-0.31%,70.50%,-0.00%,6.64,8.70%,14.10%,13.70%,2.90,1.40,0.29,0.29,39.20%,22.50%,15.30%,0.44%,6.26%,15.27%,16.18%,12.29%,1.92%,-0.88%,3.42%,12.04%,-2.83%,35.90%,51.46,Feb 27/a,172.53,177.27,2.747348287254396
HEI-A,HEICO Corporation,20.63B,55.55,Industrials,Aerospace & Defense,USA,B-,D,C,B-,41.22,-,8.82,6.90,-,-,0.15%,20.87%,11.80%,15.80%,3.04%,-,-,7.00%,26.60%,9.58%,-0.10%,97.31%,-,2.19,-,-,-,-,-,-,-,-,-,-,1.23%,7.75%,13.35%,11.20%,13.49%,2.08%,-0.71%,3.96%,11.30%,-3.26%,32.92%,51.96,-,136.02,145.00,6.601970298485509
HELE,Helen of Troy Limited,2.67B,60.08,Consumer Defensive,Household & Personal Products,USA,B-,B-,C-,C,13.19,2.35,1.23,1.88,58.93,210.19,-,0.00%,-5.60%,-6.66%,12.10%,8.00%,9.70%,-30.60%,-10.60%,0.20%,0.00%,-,-3.63%,8.19,4.80%,10.60%,11.00%,2.10,1.10,0.73,0.74,44.00%,9.60%,6.80%,-3.78%,12.61%,-6.18%,-43.91%,3.16%,3.85%,2.48%,2.72%,-5.48%,-48.39%,37.96%,53.92,Jan 05/b,114.42,151.00,31.969935325991955
HELX,Franklin Genomic Advancements ETF,-,55.86,Financial,Exchange Traded Fund,USA,A+,D+,D+,D+,-,-,-,-,-,-,0.37%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-6.44%,-4.55%,-4.60%,-11.94%,-0.46%,0.62%,-2.76%,-3.42%,-5.73%,-20.56%,4.77%,40.30,-,29.99,-,
HEP,"Holly Energy Partners, L.P.",2.26B,56.54,Energy,Oil & Gas Midstream,USA,B-,B-,D+,C,8.55,-,4.13,2.65,207.66,18.55,7.79%,80.90%,-13.20%,5.41%,-4.90%,-1.20%,3.80%,24.80%,20.30%,0.20%,0.00%,26.10%,0.21%,5.53,7.80%,25.80%,8.90%,1.20,1.20,1.89,1.89,61.50%,40.30%,39.50%,-2.92%,-4.67%,1.93%,8.51%,-0.77%,2.37%,-2.42%,-3.66%,-0.17%,-10.10%,18.92%,40.37,Feb 24/b,17.98,20.00,11.234705228031142
HEPA,"Hepion Pharmaceuticals, Inc.",55.22M,74.65,Healthcare,Biotechnology,USA,A,C,C+,B,-,-,-,1.04,0.93,-,-,-,77.90%,17.50%,68.20%,-,-,7.80%,-,0.15%,0.00%,9.40%,-5.22%,1.05,-51.20%,-60.30%,-,8.80,8.80,0.00,0.00,-,-,-,-7.22%,107.90%,35.30%,-30.50%,163.84%,9.73%,-2.00%,14.69%,33.33%,-40.43%,204.73%,51.27,-,0.79,3.50,343.0379746835443
HEPS,D-Market Elektronik Hizmetler ve Ticaret A.S.,263.17M,58.03,Consumer Cyclical,Internet Retail,Turkey,A,D+,C,C-,-,-,0.40,2.09,1.43,-,-,-,-57.80%,-24.90%,-,-13.40%,-,62.20%,6.90%,76.47%,0.00%,14.20%,-7.67%,2.12,-33.90%,-104.30%,-36.30%,1.20,0.80,0.05,0.14,19.90%,-27.20%,-24.90%,-19.11%,4.34%,-19.11%,-50.18%,23.79%,7.71%,-9.99%,-13.17%,-8.77%,-70.93%,38.05%,31.90,Dec 06/b,0.82,1.80,119.51219512195124
HEQ,John Hancock Hedged Equity & Income Fund,142.29M,56.17,Financial,Closed-End Fund - Equity,USA,A+,D+,D+,D+,-,-,-,-,-,-,9.97%,-,-,-,-,-,-,-,-,0.11%,0.00%,35.17%,-,0.10,-,-,-,-,-,-,-,-,-,-,-3.16%,-4.75%,-7.40%,-6.81%,1.22%,1.61%,-2.84%,-2.41%,-4.08%,-18.60%,8.68%,39.84,-,11.64,-,
HEQT,Simplify Hedged Equity ETF,-,59.89,Financial,Exchange Traded Fund,USA,A+,D+,D+,C,-,-,-,-,-,-,3.46%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.02%,-1.85%,-0.87%,-1.96%,3.32%,1.31%,-0.61%,0.50%,-0.19%,-14.42%,13.59%,47.53,-,23.32,-,
HERA,FTAC Hera Acquisition Corp.,1.11B,67.95,Financial,Shell Companies,USA,A,C,D+,B,-,-,-,1.35,11089.78,-,-,0.00%,-,-,-,-,-,16.20%,-,1.10%,0.00%,91.00%,3.60%,0.02,2.80%,2.90%,-,1.40,1.40,0.00,0.00,-,-,-,0.34%,1.49%,3.14%,4.73%,0.79%,0.13%,0.18%,0.42%,2.34%,-0.10%,4.67%,66.04,-,10.19,-,
HERO,Global X Video Games & Esports ETF,-,56.48,Financial,Exchange Traded Fund,USA,A+,D+,D+,D+,-,-,-,-,-,-,0.27%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.87%,3.19%,-2.32%,-17.21%,3.41%,1.81%,-1.38%,-1.01%,-2.92%,-26.19%,17.02%,46.99,-,19.39,-,
HES,Hess Corporation,41.33B,66.09,Energy,Oil & Gas E&P,USA,B-,C+,B,C+,13.30,0.26,3.65,5.30,16.63,12.75,1.29%,22.10%,274.60%,38.49%,20.30%,78.10%,15.70%,88.60%,31.20%,0.10%,-66.51%,88.40%,-0.09%,2.52,9.90%,29.10%,16.50%,1.60,1.60,1.08,1.08,68.40%,33.50%,18.50%,-1.05%,-3.36%,13.75%,39.89%,-4.20%,3.11%,-3.30%,-5.62%,6.60%,-15.36%,51.29%,42.01,Jan 25/b,135.86,160.64,18.239364051229185
HESM,Hess Midstream LP,6.64B,45.01,Energy,Oil & Gas Midstream,USA,C-,C+,D,C-,10.86,1.25,5.21,5.04,2141.13,12.48,8.06%,107.60%,12.20%,14.82%,22.00%,11.14%,17.10%,-2.90%,-0.50%,2.57%,0.00%,89.50%,0.11%,10.30,2.40%,35.50%,24.40%,0.80,0.80,11.76,11.77,-,62.00%,6.60%,-2.38%,-7.01%,-0.35%,-15.49%,-5.51%,2.52%,-0.82%,-5.13%,-3.14%,-20.83%,16.19%,44.81,Jan 25/b,28.27,33.80,19.56137247966041
HEWG,iShares Currency Hedged MSCI Germany ETF,-,71.86,Financial,Exchange Traded Fund,USA,A+,D+,D+,A,-,-,-,-,-,-,2.83%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.72%,10.17%,24.10%,18.91%,14.59%,0.60%,0.94%,3.67%,14.00%,-0.35%,33.84%,59.07,-,30.94,-,
HEWJ,iShares Currency Hedged MSCI Japan ETF,-,71.55,Financial,Exchange Traded Fund,USA,A+,D+,D+,A,-,-,-,-,-,-,1.47%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.95%,6.66%,9.40%,19.71%,11.62%,0.55%,3.38%,5.87%,7.88%,0.62%,21.72%,74.86,-,29.20,-,
HEWU,iShares Currency Hedged MSCI United Kingdom ETF,-,71.42,Financial,Exchange Traded Fund,USA,A+,D+,D+,A,-,-,-,-,-,-,3.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.89%,5.92%,11.70%,18.93%,6.71%,0.30%,0.11%,2.10%,8.44%,-0.83%,19.24%,56.65,-,26.42,-,
HEXO,HEXO Corp.,84.74M,75.21,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,A+,B-,B-,C-,-,-,0.48,0.24,1.08,-,-,-,-205.10%,72.80%,-26.50%,-,115.70%,79.90%,-28.70%,3.10%,0.00%,8.49%,-,2.25,-,-,-182.10%,0.70,0.50,0.01,1.00,-33.30%,-,-,-14.86%,-40.77%,-43.98%,-80.74%,47.52%,8.76%,-7.05%,3.41%,-38.86%,-85.81%,65.45%,43.90,-,1.49,1.89,26.84563758389261
HEZU,iShares Currency Hedged MSCI Eurozone ETF,-,71.73,Financial,Exchange Traded Fund,USA,A+,D+,D+,A,-,-,-,-,-,-,20.45%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.51%,9.21%,22.34%,22.86%,13.71%,0.68%,0.71%,3.60%,13.50%,-0.57%,31.70%,58.29,-,31.59,-,
HFBL,"Home Federal Bancorp, Inc. of Louisiana",54.38M,66.9,Financial,Banks - Regional,USA,A,C+,C,C-,-,-,2.52,1.09,2.67,4.28,2.72%,24.00%,-10.20%,-,8.00%,-,2.60%,61.60%,29.80%,9.60%,-0.54%,7.20%,-56.24%,1.53,1.00%,11.40%,30.40%,-,-,0.00,0.00,-,86.80%,26.50%,-0.76%,-9.23%,-9.60%,-9.46%,3.19%,1.85%,-0.50%,-0.95%,-9.52%,-20.51%,7.06%,49.58,Jan 26/a,17.66,-,
HFFG,HF Foods Group Inc.,210.56M,63.24,Consumer Defensive,Food Distribution,USA,A-,C-,B-,D+,-,-,0.19,0.73,11.83,27.71,-,0.00%,106.50%,-,-,-,-,-147.50%,39.50%,5.80%,0.00%,13.70%,-2.30%,9.79,2.10%,4.40%,5.50%,1.20,0.40,0.43,0.71,18.10%,2.30%,1.20%,-26.87%,-3.15%,-20.32%,-32.55%,-1.48%,6.34%,-4.19%,-5.98%,-13.37%,-42.78%,12.68%,45.91,-,4.00,-,
HFGO,Hartford Large Cap Growth ETF,-,65.84,Financial,Exchange Traded Fund,USA,A+,D+,D+,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.81%,4.24%,6.19%,-9.32%,10.53%,0.60%,-0.21%,2.98%,5.41%,-23.17%,20.31%,52.76,-,13.03,-,
HFND,Unlimited HFND Multi-Strategy Return Tracker ETF,-,61.63,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,5.10%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.72%,0.39%,-,-,1.03%,0.68%,-0.99%,-0.93%,-0.17%,-3.33%,3.96%,42.20,-,20.59,-,
HFRO,Highland Funds I - Highland Income Fund,643.04M,56.48,Financial,Asset Management,USA,A+,D+,D+,D+,-,-,-,-,-,-,9.78%,50.46%,-,-,-,-,-,-,-,-,-,71.40%,-,0.06,-,-,-,-,-,-,-,-,-,-,-9.05%,-15.70%,-18.46%,-18.46%,-8.25%,2.04%,-5.68%,-8.26%,-14.18%,-22.92%,2.05%,31.62,-,9.45,-,
HFWA,Heritage Financial Corporation,916.76M,60.64,Financial,Banks - Regional,USA,C+,B-,C,C,10.10,1.61,4.03,1.14,8.15,15.03,3.38%,36.00%,-15.30%,2.02%,9.40%,7.00%,9.00%,15.90%,33.10%,0.70%,-5.90%,80.00%,0.65%,3.33,1.10%,10.20%,24.70%,-,-,0.03,0.03,-,96.80%,36.00%,-11.32%,-15.97%,0.78%,3.59%,-15.14%,2.22%,-7.78%,-10.29%,-7.96%,-24.29%,10.87%,22.98,Jan 26/b,26.00,33.80,29.99999999999999
HFXI,IQ FTSE International Equity Currency Neutral ETF,-,68.14,Financial,Exchange Traded Fund,USA,A+,D+,D+,B+,-,-,-,-,-,-,4.32%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.30%,3.03%,11.47%,6.53%,7.73%,0.99%,-0.20%,1.28%,6.34%,-4.78%,22.11%,51.37,-,23.00,-,
HGBL,Heritage Global Inc.,92.74M,70.99,Financial,Capital Markets,USA,C+,C+,B+,B,9.84,-,2.28,2.37,5.30,23.19,-,0.00%,-72.00%,37.84%,178.90%,-,1.60%,383.50%,111.70%,1.30%,3.85%,27.30%,-10.43%,0.50,12.30%,18.50%,8.40%,2.00,1.60,0.03,0.04,55.50%,23.20%,16.00%,-3.46%,5.46%,45.93%,71.92%,6.81%,4.56%,-0.30%,-1.69%,28.70%,-12.85%,146.08%,48.34,Mar 09/a,2.51,4.00,59.36254980079683
HGEN,"Humanigen, Inc.",17.56M,73.72,Healthcare,Biotechnology,USA,A,B-,C+,C+,-,-,5.32,-,0.71,-,-,-,-66.90%,66.00%,21.90%,12.50%,-,79.20%,-80.00%,11.96%,0.00%,6.10%,-68.42%,1.73,-199.60%,287.40%,-,0.30,0.30,-,-,-,-,-,-29.64%,11.12%,-23.28%,-94.08%,30.75%,12.26%,-7.07%,-1.33%,-72.88%,-96.18%,69.81%,47.91,-,0.16,-,
HGLB,Highland Global Allocation Fund,219.67M,59.27,Financial,Asset Management,USA,A+,D+,D+,C,-,-,-,-,-,-,10.19%,-,-,-,-,-,-,-,-,23.74%,-0.03%,45.92%,-,0.30,-,-,-,-,-,-,-,-,-,-,-1.69%,1.23%,-1.59%,0.92%,4.99%,2.02%,-1.20%,0.66%,0.75%,-9.02%,17.04%,47.33,-,9.89,-,
HGTY,"Hagerty, Inc.",2.91B,59.27,Financial,Insurance - Property & Casualty,USA,B,C,C,C,-,-,3.74,7.44,16.14,594.34,-,0.00%,-555.90%,0.00%,-,-,-,-,49.60%,0.10%,0.00%,85.10%,0.44%,15.19,-1.30%,76.30%,8.90%,-,-,1.37,1.37,-,-2.30%,-1.90%,-7.94%,-1.11%,-16.78%,-39.38%,6.18%,3.58%,-4.13%,-2.99%,-10.53%,-41.56%,23.51%,43.26,Mar 14/b,8.93,15.00,67.97312430011199
HGV,Hilton Grand Vacations Inc.,5.63B,78.37,Consumer Cyclical,Resorts & Casinos,USA,B+,B-,B-,B+,10.17,0.63,1.47,2.47,25.23,8.17,-,0.00%,68.30%,16.59%,8.50%,26.06%,17.50%,14.30%,18.40%,0.10%,-37.67%,99.80%,-2.30%,5.14,4.30%,16.70%,8.20%,-,-,1.74,1.74,30.00%,15.90%,9.20%,3.49%,13.48%,24.32%,10.39%,26.28%,3.15%,2.58%,8.06%,17.65%,-10.78%,51.53%,57.28,Mar 01/b,48.67,64.00,31.497842613519616
HHC,The Howard Hughes Corporation,4.03B,73.59,Real Estate,Real Estate - Diversified,USA,B+,C-,B+,B+,17.98,1.10,2.51,1.14,6.43,12.47,-,0.00%,255.60%,1653.80%,-1.40%,20.00%,7.90%,-51.80%,-40.20%,0.60%,-,96.20%,-1.72%,8.69,1.90%,5.30%,3.70%,-,-,1.29,1.34,42.80%,22.80%,11.50%,-4.47%,12.60%,29.43%,-7.14%,7.26%,2.72%,-3.85%,-0.83%,14.28%,-22.31%,61.04%,44.49,Feb 27/a,81.97,104.00,26.875686226668293
HHGC,HHG Capital Corporation,53.70M,67.58,Financial,Shell Companies,Singapore,A-,D+,C,B+,-,-,-,2.33,107.39,-,-,-,-571.10%,-,-,-,-,645.20%,-,82.70%,0.00%,2.30%,-94.97%,0.00,-0.30%,-0.30%,-,3.50,3.50,0.00,0.00,-,-,-,3.02%,0.67%,5.91%,-,4.65%,0.13%,1.76%,3.22%,3.52%,-19.62%,6.55%,85.97,-,10.57,-,
